consume,end_time,index,length,link,start_time,norm_start_time,day_start_time,day_start_date
10.41,2016-09-07 14:06:25.410,42756,293,104,2016-09-07 14:06:15.000,2016-09-07 14:00:00.000,14:00:00,2016-09-07
3.67,2016-09-07 14:37:37.670,42824,109,110,2016-09-07 14:37:34.000,2016-09-07 14:20:00.000,14:20:00,2016-09-07
12.68,2016-09-07 14:39:02.680,42826,198,114,2016-09-07 14:38:50.000,2016-09-07 14:20:00.000,14:20:00,2016-09-07
3.28,2016-09-07 14:40:07.280,42829,59,123,2016-09-07 14:40:04.000,2016-09-07 14:40:00.000,14:40:00,2016-09-07
12.31,2016-09-07 14:40:24.310,42829,198,114,2016-09-07 14:40:12.000,2016-09-07 14:40:00.000,14:40:00,2016-09-07
5.37,2016-09-07 14:40:12.370,42831,109,110,2016-09-07 14:40:07.000,2016-09-07 14:40:00.000,14:40:00,2016-09-07
2.91,2016-09-07 14:40:14.910,42831,59,123,2016-09-07 14:40:12.000,2016-09-07 14:40:00.000,14:40:00,2016-09-07
4.32,2016-09-07 14:42:48.320,42833,58,100,2016-09-07 14:42:44.000,2016-09-07 14:40:00.000,14:40:00,2016-09-07
3.83,2016-09-07 15:05:39.830,42863,109,110,2016-09-07 15:05:36.000,2016-09-07 15:00:00.000,15:00:00,2016-09-07
0.32,2016-09-07 15:05:45.320,42863,9,119,2016-09-07 15:05:45.000,2016-09-07 15:00:00.000,15:00:00,2016-09-07
6.95,2016-09-07 15:05:51.950,42863,198,114,2016-09-07 15:05:45.000,2016-09-07 15:00:00.000,15:00:00,2016-09-07
7.23,2016-09-07 15:05:59.230,42863,206,118,2016-09-07 15:05:52.000,2016-09-07 15:00:00.000,15:00:00,2016-09-07
6.92,2016-09-07 15:06:05.920,42863,197,122,2016-09-07 15:05:59.000,2016-09-07 15:00:00.000,15:00:00,2016-09-07
5.64,2016-09-07 15:27:56.640,42887,109,110,2016-09-07 15:27:51.000,2016-09-07 15:20:00.000,15:20:00,2016-09-07
13.68,2016-09-07 15:39:15.680,42901,198,114,2016-09-07 15:39:02.000,2016-09-07 15:20:00.000,15:20:00,2016-09-07
0.96,2016-09-07 16:14:32.960,42954,23,103,2016-09-07 16:14:32.000,2016-09-07 16:00:00.000,16:00:00,2016-09-07
3.51,2016-09-07 16:21:36.510,42962,59,123,2016-09-07 16:21:33.000,2016-09-07 16:20:00.000,16:20:00,2016-09-07
7.58,2016-09-07 16:22:34.580,42963,121,111,2016-09-07 16:22:27.000,2016-09-07 16:20:00.000,16:20:00,2016-09-07
0.5,2016-09-07 16:27:38.500,42968,6,120,2016-09-07 16:27:38.000,2016-09-07 16:20:00.000,16:20:00,2016-09-07
4.72,2016-09-07 16:33:50.720,42971,109,110,2016-09-07 16:33:46.000,2016-09-07 16:20:00.000,16:20:00,2016-09-07
2.55,2016-09-07 16:33:52.550,42971,59,123,2016-09-07 16:33:50.000,2016-09-07 16:20:00.000,16:20:00,2016-09-07
9.31,2016-09-07 16:44:36.310,42978,197,122,2016-09-07 16:44:27.000,2016-09-07 16:40:00.000,16:40:00,2016-09-07
12.94,2016-09-07 16:49:48.940,42985,136,117,2016-09-07 16:49:36.000,2016-09-07 16:40:00.000,16:40:00,2016-09-07
15.72,2016-09-07 16:56:05.720,42991,136,117,2016-09-07 16:55:50.000,2016-09-07 16:40:00.000,16:40:00,2016-09-07
3.99,2016-09-07 17:25:31.990,43016,59,123,2016-09-07 17:25:28.000,2016-09-07 17:20:00.000,17:20:00,2016-09-07
3.0,2016-09-07 17:41:47.000,43036,109,110,2016-09-07 17:41:44.000,2016-09-07 17:40:00.000,17:40:00,2016-09-07
0.25,2016-09-07 17:41:50.250,43036,9,119,2016-09-07 17:41:50.000,2016-09-07 17:40:00.000,17:40:00,2016-09-07
5.46,2016-09-07 17:41:56.460,43036,198,114,2016-09-07 17:41:51.000,2016-09-07 17:40:00.000,17:40:00,2016-09-07
3.59,2016-09-07 18:05:24.590,43062,109,110,2016-09-07 18:05:21.000,2016-09-07 18:00:00.000,18:00:00,2016-09-07
6.53,2016-09-07 18:05:35.530,43062,198,114,2016-09-07 18:05:29.000,2016-09-07 18:00:00.000,18:00:00,2016-09-07
5.34,2016-09-07 18:39:22.340,43080,198,114,2016-09-07 18:39:17.000,2016-09-07 18:20:00.000,18:20:00,2016-09-07
7.39,2016-09-07 18:48:24.390,43089,136,117,2016-09-07 18:48:17.000,2016-09-07 18:40:00.000,18:40:00,2016-09-07
10.68,2016-09-07 19:12:05.680,43106,206,118,2016-09-07 19:11:55.000,2016-09-07 19:00:00.000,19:00:00,2016-09-07
3.45,2016-09-07 19:12:54.450,43108,109,110,2016-09-07 19:12:51.000,2016-09-07 19:00:00.000,19:00:00,2016-09-07
1.87,2016-09-07 19:12:55.870,43108,59,123,2016-09-07 19:12:54.000,2016-09-07 19:00:00.000,19:00:00,2016-09-07
1.08,2016-09-07 19:12:57.080,43108,34,107,2016-09-07 19:12:56.000,2016-09-07 19:00:00.000,19:00:00,2016-09-07
1.27,2016-09-07 19:12:58.270,43108,40,108,2016-09-07 19:12:57.000,2016-09-07 19:00:00.000,19:00:00,2016-09-07
2.2,2016-09-07 20:22:20.200,43146,34,107,2016-09-07 20:22:18.000,2016-09-07 20:20:00.000,20:20:00,2016-09-07
1.89,2016-09-07 20:48:00.890,43162,34,107,2016-09-07 20:47:59.000,2016-09-07 20:40:00.000,20:40:00,2016-09-07
2.23,2016-09-07 20:48:03.230,43162,40,108,2016-09-07 20:48:01.000,2016-09-07 20:40:00.000,20:40:00,2016-09-07
0.33,2016-09-07 20:48:03.330,43162,6,120,2016-09-07 20:48:03.000,2016-09-07 20:40:00.000,20:40:00,2016-09-07
7.57,2016-09-07 20:48:11.570,43162,136,117,2016-09-07 20:48:04.000,2016-09-07 20:40:00.000,20:40:00,2016-09-07
6.7,2016-09-07 21:08:13.700,43173,135,109,2016-09-07 21:08:07.000,2016-09-07 21:00:00.000,21:00:00,2016-09-07
2.71,2016-09-07 21:10:06.710,43176,109,110,2016-09-07 21:10:04.000,2016-09-07 21:00:00.000,21:00:00,2016-09-07
4.93,2016-09-07 21:10:14.930,43176,198,114,2016-09-07 21:10:10.000,2016-09-07 21:00:00.000,21:00:00,2016-09-07
4.9,2016-09-07 21:10:24.900,43176,197,122,2016-09-07 21:10:20.000,2016-09-07 21:00:00.000,21:00:00,2016-09-07
0.54,2016-09-07 23:51:35.540,43224,6,120,2016-09-07 23:51:35.000,2016-09-07 23:40:00.000,23:40:00,2016-09-07
2.27,2016-09-08 03:55:14.270,43262,40,108,2016-09-08 03:55:12.000,2016-09-08 03:40:00.000,03:40:00,2016-09-08
2.75,2016-09-08 04:47:55.750,43269,109,110,2016-09-08 04:47:53.000,2016-09-08 04:40:00.000,04:40:00,2016-09-08
3.38,2016-09-08 06:21:15.380,43299,109,110,2016-09-08 06:21:12.000,2016-09-08 06:20:00.000,06:20:00,2016-09-08
1.83,2016-09-08 06:21:17.830,43299,59,123,2016-09-08 06:21:16.000,2016-09-08 06:20:00.000,06:20:00,2016-09-08
1.06,2016-09-08 06:21:19.060,43299,34,107,2016-09-08 06:21:18.000,2016-09-08 06:20:00.000,06:20:00,2016-09-08
1.24,2016-09-08 06:21:20.240,43299,40,108,2016-09-08 06:21:19.000,2016-09-08 06:20:00.000,06:20:00,2016-09-08
10.45,2016-09-08 06:37:25.450,43304,144,113,2016-09-08 06:37:15.000,2016-09-08 06:20:00.000,06:20:00,2016-09-08
11.83,2016-09-08 06:52:14.830,43314,197,122,2016-09-08 06:52:03.000,2016-09-08 06:40:00.000,06:40:00,2016-09-08
4.08,2016-09-08 07:48:03.080,43352,59,123,2016-09-08 07:47:59.000,2016-09-08 07:40:00.000,07:40:00,2016-09-08
0.67,2016-09-08 07:48:08.670,43352,9,119,2016-09-08 07:48:08.000,2016-09-08 07:40:00.000,07:40:00,2016-09-08
17.97,2016-09-08 07:53:37.970,43355,136,117,2016-09-08 07:53:20.000,2016-09-08 07:40:00.000,07:40:00,2016-09-08
6.87,2016-09-08 08:15:51.870,43375,206,118,2016-09-08 08:15:45.000,2016-09-08 08:00:00.000,08:00:00,2016-09-08
3.43,2016-09-08 08:14:46.430,43377,109,110,2016-09-08 08:14:43.000,2016-09-08 08:00:00.000,08:00:00,2016-09-08
1.86,2016-09-08 08:14:48.860,43377,59,123,2016-09-08 08:14:47.000,2016-09-08 08:00:00.000,08:00:00,2016-09-08
1.26,2016-09-08 08:14:51.260,43377,40,108,2016-09-08 08:14:50.000,2016-09-08 08:00:00.000,08:00:00,2016-09-08
0.19,2016-09-08 08:14:51.190,43377,6,120,2016-09-08 08:14:51.000,2016-09-08 08:00:00.000,08:00:00,2016-09-08
1.5,2016-09-08 08:29:05.500,43387,40,108,2016-09-08 08:29:04.000,2016-09-08 08:20:00.000,08:20:00,2016-09-08
0.23,2016-09-08 08:29:05.230,43387,6,120,2016-09-08 08:29:05.000,2016-09-08 08:20:00.000,08:20:00,2016-09-08
14.21,2016-09-08 08:44:27.210,43402,136,117,2016-09-08 08:44:13.000,2016-09-08 08:40:00.000,08:40:00,2016-09-08
3.54,2016-09-08 09:15:00.540,43435,109,110,2016-09-08 09:14:57.000,2016-09-08 09:00:00.000,09:00:00,2016-09-08
1.92,2016-09-08 09:15:01.920,43435,59,123,2016-09-08 09:15:00.000,2016-09-08 09:00:00.000,09:00:00,2016-09-08
1.1,2016-09-08 09:15:03.100,43435,34,107,2016-09-08 09:15:02.000,2016-09-08 09:00:00.000,09:00:00,2016-09-08
6.43,2016-09-08 09:15:11.430,43435,198,114,2016-09-08 09:15:05.000,2016-09-08 09:00:00.000,09:00:00,2016-09-08
6.69,2016-09-08 09:15:17.690,43435,206,118,2016-09-08 09:15:11.000,2016-09-08 09:00:00.000,09:00:00,2016-09-08
3.89,2016-09-08 09:18:03.890,43441,78,105,2016-09-08 09:18:00.000,2016-09-08 09:00:00.000,09:00:00,2016-09-08
3.51,2016-09-08 09:21:15.510,43448,109,110,2016-09-08 09:21:12.000,2016-09-08 09:20:00.000,09:20:00,2016-09-08
1.29,2016-09-08 09:21:19.290,43448,40,108,2016-09-08 09:21:18.000,2016-09-08 09:20:00.000,09:20:00,2016-09-08
0.29,2016-09-08 09:21:19.290,43448,9,119,2016-09-08 09:21:19.000,2016-09-08 09:20:00.000,09:20:00,2016-09-08
6.37,2016-09-08 09:21:26.370,43448,198,114,2016-09-08 09:21:20.000,2016-09-08 09:20:00.000,09:20:00,2016-09-08
0.51,2016-09-08 09:26:03.510,43454,9,119,2016-09-08 09:26:03.000,2016-09-08 09:20:00.000,09:20:00,2016-09-08
3.47,2016-09-08 09:42:03.470,43486,59,123,2016-09-08 09:42:00.000,2016-09-08 09:40:00.000,09:40:00,2016-09-08
0.4,2016-09-08 10:28:24.400,43559,15,106,2016-09-08 10:28:24.000,2016-09-08 10:20:00.000,10:20:00,2016-09-08
2.73,2016-09-08 10:39:35.730,43583,78,105,2016-09-08 10:39:33.000,2016-09-08 10:20:00.000,10:20:00,2016-09-08
2.34,2016-09-08 10:39:38.340,43583,58,100,2016-09-08 10:39:36.000,2016-09-08 10:20:00.000,10:20:00,2016-09-08
14.36,2016-09-08 10:40:53.360,43585,206,118,2016-09-08 10:40:39.000,2016-09-08 10:40:00.000,10:40:00,2016-09-08
17.88,2016-09-08 10:47:43.880,43589,293,104,2016-09-08 10:47:26.000,2016-09-08 10:40:00.000,10:40:00,2016-09-08
4.37,2016-09-08 10:53:17.370,43602,109,110,2016-09-08 10:53:13.000,2016-09-08 10:40:00.000,10:40:00,2016-09-08
2.71,2016-09-08 10:54:14.710,43603,109,110,2016-09-08 10:54:12.000,2016-09-08 10:40:00.000,10:40:00,2016-09-08
2.97,2016-09-08 11:06:01.970,43624,109,110,2016-09-08 11:05:59.000,2016-09-08 11:00:00.000,11:00:00,2016-09-08
1.61,2016-09-08 11:06:03.610,43624,59,123,2016-09-08 11:06:02.000,2016-09-08 11:00:00.000,11:00:00,2016-09-08
5.4,2016-09-08 11:06:11.400,43624,198,114,2016-09-08 11:06:06.000,2016-09-08 11:00:00.000,11:00:00,2016-09-08
11.89,2016-09-08 11:21:18.890,43647,180,116,2016-09-08 11:21:07.000,2016-09-08 11:20:00.000,11:20:00,2016-09-08
2.03,2016-09-08 11:28:02.030,43657,59,123,2016-09-08 11:28:00.000,2016-09-08 11:20:00.000,11:20:00,2016-09-08
0.38,2016-09-08 11:39:09.380,43668,15,106,2016-09-08 11:39:09.000,2016-09-08 11:20:00.000,11:20:00,2016-09-08
2.71,2016-09-08 11:55:57.710,43687,107,115,2016-09-08 11:55:55.000,2016-09-08 11:40:00.000,11:40:00,2016-09-08
3.32,2016-09-08 11:56:01.320,43687,131,102,2016-09-08 11:55:58.000,2016-09-08 11:40:00.000,11:40:00,2016-09-08
3.42,2016-09-08 11:56:04.420,43687,135,109,2016-09-08 11:56:01.000,2016-09-08 11:40:00.000,11:40:00,2016-09-08
7.43,2016-09-08 11:56:12.430,43687,293,104,2016-09-08 11:56:05.000,2016-09-08 11:40:00.000,11:40:00,2016-09-08
5.35,2016-09-08 12:08:37.350,43702,78,105,2016-09-08 12:08:32.000,2016-09-08 12:00:00.000,12:00:00,2016-09-08
5.16,2016-09-08 12:15:27.160,43707,84,101,2016-09-08 12:15:22.000,2016-09-08 12:00:00.000,12:00:00,2016-09-08
6.43,2016-09-08 12:25:44.430,43720,180,116,2016-09-08 12:25:38.000,2016-09-08 12:20:00.000,12:20:00,2016-09-08
3.0,2016-09-08 12:25:47.000,43720,84,101,2016-09-08 12:25:44.000,2016-09-08 12:20:00.000,12:20:00,2016-09-08
2.79,2016-09-08 12:28:14.790,43730,34,107,2016-09-08 12:28:12.000,2016-09-08 12:20:00.000,12:20:00,2016-09-08
2.24,2016-09-08 12:29:17.240,43732,59,123,2016-09-08 12:29:15.000,2016-09-08 12:20:00.000,12:20:00,2016-09-08
1.29,2016-09-08 12:29:18.290,43732,34,107,2016-09-08 12:29:17.000,2016-09-08 12:20:00.000,12:20:00,2016-09-08
1.52,2016-09-08 12:29:19.520,43732,40,108,2016-09-08 12:29:18.000,2016-09-08 12:20:00.000,12:20:00,2016-09-08
7.82,2016-09-08 12:29:35.820,43732,206,118,2016-09-08 12:29:28.000,2016-09-08 12:20:00.000,12:20:00,2016-09-08
13.12,2016-09-08 12:49:53.120,43765,206,118,2016-09-08 12:49:40.000,2016-09-08 12:40:00.000,12:40:00,2016-09-08
7.95,2016-09-08 13:11:32.950,43807,131,102,2016-09-08 13:11:25.000,2016-09-08 13:00:00.000,13:00:00,2016-09-08
7.71,2016-09-08 13:11:40.710,43807,135,109,2016-09-08 13:11:33.000,2016-09-08 13:00:00.000,13:00:00,2016-09-08
19.06,2016-09-08 13:11:59.060,43807,293,104,2016-09-08 13:11:40.000,2016-09-08 13:00:00.000,13:00:00,2016-09-08
14.5,2016-09-08 13:12:13.500,43807,199,112,2016-09-08 13:11:59.000,2016-09-08 13:00:00.000,13:00:00,2016-09-08
4.06,2016-09-08 13:12:26.060,43809,78,105,2016-09-08 13:12:22.000,2016-09-08 13:00:00.000,13:00:00,2016-09-08
0.89,2016-09-08 13:37:05.890,43851,23,103,2016-09-08 13:37:05.000,2016-09-08 13:20:00.000,13:20:00,2016-09-08
4.1,2016-09-08 13:54:54.100,43882,84,101,2016-09-08 13:54:50.000,2016-09-08 13:40:00.000,13:40:00,2016-09-08
4.98,2016-09-08 13:55:25.980,43887,109,110,2016-09-08 13:55:21.000,2016-09-08 13:40:00.000,13:40:00,2016-09-08
4.09,2016-09-08 14:05:00.090,43909,107,115,2016-09-08 14:04:56.000,2016-09-08 14:00:00.000,14:00:00,2016-09-08
0.28,2016-09-08 14:06:55.280,43913,6,120,2016-09-08 14:06:55.000,2016-09-08 14:00:00.000,14:00:00,2016-09-08
1.5,2016-09-08 14:18:58.500,43936,58,100,2016-09-08 14:18:57.000,2016-09-08 14:00:00.000,14:00:00,2016-09-08
0.61,2016-09-08 14:36:00.610,43972,9,119,2016-09-08 14:36:00.000,2016-09-08 14:20:00.000,14:20:00,2016-09-08
3.33,2016-09-08 14:52:27.330,43996,59,123,2016-09-08 14:52:24.000,2016-09-08 14:40:00.000,14:40:00,2016-09-08
0.63,2016-09-08 14:54:16.630,43999,9,119,2016-09-08 14:54:16.000,2016-09-08 14:40:00.000,14:40:00,2016-09-08
2.77,2016-09-08 14:57:50.770,44006,78,105,2016-09-08 14:57:48.000,2016-09-08 14:40:00.000,14:40:00,2016-09-08
2.06,2016-09-08 14:57:53.060,44006,58,100,2016-09-08 14:57:51.000,2016-09-08 14:40:00.000,14:40:00,2016-09-08
3.11,2016-09-08 14:58:40.110,44007,59,123,2016-09-08 14:58:37.000,2016-09-08 14:40:00.000,14:40:00,2016-09-08
5.95,2016-09-08 15:05:21.950,44014,109,110,2016-09-08 15:05:16.000,2016-09-08 15:00:00.000,15:00:00,2016-09-08
6.99,2016-09-08 15:05:36.990,44014,136,117,2016-09-08 15:05:30.000,2016-09-08 15:00:00.000,15:00:00,2016-09-08
8.76,2016-09-08 15:17:01.760,44028,135,109,2016-09-08 15:16:53.000,2016-09-08 15:00:00.000,15:00:00,2016-09-08
21.62,2016-09-08 15:17:23.620,44028,293,104,2016-09-08 15:17:02.000,2016-09-08 15:00:00.000,15:00:00,2016-09-08
0.86,2016-09-08 15:25:05.860,44045,9,119,2016-09-08 15:25:05.000,2016-09-08 15:20:00.000,15:20:00,2016-09-08
18.92,2016-09-08 15:25:24.920,44045,198,114,2016-09-08 15:25:06.000,2016-09-08 15:20:00.000,15:20:00,2016-09-08
7.93,2016-09-08 15:30:42.930,44060,118,121,2016-09-08 15:30:35.000,2016-09-08 15:20:00.000,15:20:00,2016-09-08
1.14,2016-09-08 15:30:44.140,44060,15,106,2016-09-08 15:30:43.000,2016-09-08 15:20:00.000,15:20:00,2016-09-08
7.51,2016-09-08 15:44:13.510,44082,131,102,2016-09-08 15:44:06.000,2016-09-08 15:40:00.000,15:40:00,2016-09-08
2.04,2016-09-08 15:46:23.040,44085,34,107,2016-09-08 15:46:21.000,2016-09-08 15:40:00.000,15:40:00,2016-09-08
2.08,2016-09-08 15:47:27.080,44086,34,107,2016-09-08 15:47:25.000,2016-09-08 15:40:00.000,15:40:00,2016-09-08
0.37,2016-09-08 16:07:30.370,44116,6,120,2016-09-08 16:07:30.000,2016-09-08 16:00:00.000,16:00:00,2016-09-08
5.11,2016-09-08 16:32:06.110,44147,109,110,2016-09-08 16:32:01.000,2016-09-08 16:20:00.000,16:20:00,2016-09-08
0.33,2016-09-08 16:43:43.330,44156,6,120,2016-09-08 16:43:43.000,2016-09-08 16:40:00.000,16:40:00,2016-09-08
1.76,2016-09-08 16:45:38.760,44158,59,123,2016-09-08 16:45:37.000,2016-09-08 16:40:00.000,16:40:00,2016-09-08
0.85,2016-09-08 17:01:09.850,44169,15,106,2016-09-08 17:01:09.000,2016-09-08 17:00:00.000,17:00:00,2016-09-08
5.58,2016-09-08 17:08:53.580,44178,84,101,2016-09-08 17:08:48.000,2016-09-08 17:00:00.000,17:00:00,2016-09-08
1.55,2016-09-08 17:30:37.550,44199,58,100,2016-09-08 17:30:36.000,2016-09-08 17:20:00.000,17:20:00,2016-09-08
3.1,2016-09-08 17:36:30.100,44199,118,121,2016-09-08 17:36:27.000,2016-09-08 17:20:00.000,17:20:00,2016-09-08
0.43,2016-09-08 17:36:30.430,44199,15,106,2016-09-08 17:36:30.000,2016-09-08 17:20:00.000,17:20:00,2016-09-08
4.13,2016-09-08 17:36:35.130,44199,144,113,2016-09-08 17:36:31.000,2016-09-08 17:20:00.000,17:20:00,2016-09-08
1.83,2016-09-08 18:24:01.830,44254,40,108,2016-09-08 18:24:00.000,2016-09-08 18:20:00.000,18:20:00,2016-09-08
15.14,2016-09-08 18:26:24.140,44255,121,111,2016-09-08 18:26:09.000,2016-09-08 18:20:00.000,18:20:00,2016-09-08
1.08,2016-09-08 18:24:53.080,44256,40,108,2016-09-08 18:24:52.000,2016-09-08 18:20:00.000,18:20:00,2016-09-08
5.37,2016-09-08 18:24:58.370,44256,198,114,2016-09-08 18:24:53.000,2016-09-08 18:20:00.000,18:20:00,2016-09-08
5.24,2016-09-08 18:45:18.240,44267,198,114,2016-09-08 18:45:13.000,2016-09-08 18:40:00.000,18:40:00,2016-09-08
2.84,2016-09-08 19:14:47.840,44280,109,110,2016-09-08 19:14:45.000,2016-09-08 19:00:00.000,19:00:00,2016-09-08
3.48,2016-09-08 19:24:30.480,44289,109,110,2016-09-08 19:24:27.000,2016-09-08 19:20:00.000,19:20:00,2016-09-08
1.88,2016-09-08 19:24:32.880,44289,59,123,2016-09-08 19:24:31.000,2016-09-08 19:20:00.000,19:20:00,2016-09-08
1.09,2016-09-08 19:24:33.090,44289,34,107,2016-09-08 19:24:32.000,2016-09-08 19:20:00.000,19:20:00,2016-09-08
0.29,2016-09-08 19:24:35.290,44289,9,119,2016-09-08 19:24:35.000,2016-09-08 19:20:00.000,19:20:00,2016-09-08
6.32,2016-09-08 19:24:41.320,44289,198,114,2016-09-08 19:24:35.000,2016-09-08 19:20:00.000,19:20:00,2016-09-08
6.58,2016-09-08 19:24:47.580,44289,206,118,2016-09-08 19:24:41.000,2016-09-08 19:20:00.000,19:20:00,2016-09-08
2.12,2016-09-08 19:52:52.120,44310,40,108,2016-09-08 19:52:50.000,2016-09-08 19:40:00.000,19:40:00,2016-09-08
7.22,2016-09-08 19:52:59.220,44310,136,117,2016-09-08 19:52:52.000,2016-09-08 19:40:00.000,19:40:00,2016-09-08
2.87,2016-09-08 19:57:50.870,44314,109,110,2016-09-08 19:57:48.000,2016-09-08 19:40:00.000,19:40:00,2016-09-08
1.05,2016-09-08 19:57:54.050,44314,40,108,2016-09-08 19:57:53.000,2016-09-08 19:40:00.000,19:40:00,2016-09-08
0.24,2016-09-08 19:57:54.240,44314,9,119,2016-09-08 19:57:54.000,2016-09-08 19:40:00.000,19:40:00,2016-09-08
5.21,2016-09-08 19:57:59.210,44314,198,114,2016-09-08 19:57:54.000,2016-09-08 19:40:00.000,19:40:00,2016-09-08
11.9,2016-09-08 19:59:56.900,44318,121,111,2016-09-08 19:59:45.000,2016-09-08 19:40:00.000,19:40:00,2016-09-08
6.07,2016-09-08 20:11:36.070,44326,78,105,2016-09-08 20:11:30.000,2016-09-08 20:00:00.000,20:00:00,2016-09-08
0.27,2016-09-08 20:39:39.270,44346,9,119,2016-09-08 20:39:39.000,2016-09-08 20:20:00.000,20:20:00,2016-09-08
5.95,2016-09-08 20:39:56.950,44346,197,122,2016-09-08 20:39:51.000,2016-09-08 20:20:00.000,20:20:00,2016-09-08
1.61,2016-09-08 20:50:39.610,44353,58,100,2016-09-08 20:50:38.000,2016-09-08 20:40:00.000,20:40:00,2016-09-08
0.41,2016-09-08 21:07:43.410,44362,15,106,2016-09-08 21:07:43.000,2016-09-08 21:00:00.000,21:00:00,2016-09-08
10.32,2016-09-08 21:33:19.320,44376,144,113,2016-09-08 21:33:09.000,2016-09-08 21:20:00.000,21:20:00,2016-09-08
30.19,2016-09-08 22:30:30.190,44405,197,122,2016-09-08 22:30:00.000,2016-09-08 22:20:00.000,22:20:00,2016-09-08
7.21,2016-09-08 22:55:42.210,44415,109,110,2016-09-08 22:55:35.000,2016-09-08 22:40:00.000,22:40:00,2016-09-08
2.94,2016-09-08 23:21:57.940,44425,40,108,2016-09-08 23:21:55.000,2016-09-08 23:20:00.000,23:20:00,2016-09-08
7.98,2016-09-09 06:24:53.980,44486,109,110,2016-09-09 06:24:46.000,2016-09-09 06:20:00.000,06:20:00,2016-09-09
7.59,2016-09-09 06:26:39.590,44489,109,110,2016-09-09 06:26:32.000,2016-09-09 06:20:00.000,06:20:00,2016-09-09
0.68,2016-09-09 06:26:49.680,44489,9,119,2016-09-09 06:26:49.000,2016-09-09 06:20:00.000,06:20:00,2016-09-09
6.63,2016-09-09 06:32:27.630,44496,109,110,2016-09-09 06:32:21.000,2016-09-09 06:20:00.000,06:20:00,2016-09-09
10.26,2016-09-09 06:53:16.260,44509,180,116,2016-09-09 06:53:06.000,2016-09-09 06:40:00.000,06:40:00,2016-09-09
1.42,2016-09-09 07:12:43.420,44523,34,107,2016-09-09 07:12:42.000,2016-09-09 07:00:00.000,07:00:00,2016-09-09
1.67,2016-09-09 07:12:44.670,44523,40,108,2016-09-09 07:12:43.000,2016-09-09 07:00:00.000,07:00:00,2016-09-09
0.6,2016-09-09 07:15:22.600,44528,9,119,2016-09-09 07:15:22.000,2016-09-09 07:00:00.000,07:00:00,2016-09-09
3.31,2016-09-09 07:26:19.310,44543,78,105,2016-09-09 07:26:16.000,2016-09-09 07:20:00.000,07:20:00,2016-09-09
2.46,2016-09-09 07:26:22.460,44543,58,100,2016-09-09 07:26:20.000,2016-09-09 07:20:00.000,07:20:00,2016-09-09
10.3,2016-09-09 08:03:24.300,44579,180,116,2016-09-09 08:03:14.000,2016-09-09 08:00:00.000,08:00:00,2016-09-09
27.73,2016-09-09 08:52:47.730,44641,206,118,2016-09-09 08:52:20.000,2016-09-09 08:40:00.000,08:40:00,2016-09-09
3.96,2016-09-09 09:08:51.960,44668,59,123,2016-09-09 09:08:48.000,2016-09-09 09:00:00.000,09:00:00,2016-09-09
2.3,2016-09-09 09:08:54.300,44668,34,107,2016-09-09 09:08:52.000,2016-09-09 09:00:00.000,09:00:00,2016-09-09
2.08,2016-09-09 09:08:56.080,44668,40,108,2016-09-09 09:08:54.000,2016-09-09 09:00:00.000,09:00:00,2016-09-09
0.28,2016-09-09 09:08:56.280,44668,6,120,2016-09-09 09:08:56.000,2016-09-09 09:00:00.000,09:00:00,2016-09-09
2.34,2016-09-09 09:12:58.340,44675,34,107,2016-09-09 09:12:56.000,2016-09-09 09:00:00.000,09:00:00,2016-09-09
3.44,2016-09-09 09:42:25.440,44738,78,105,2016-09-09 09:42:22.000,2016-09-09 09:40:00.000,09:40:00,2016-09-09
1.36,2016-09-09 09:45:21.360,44742,34,107,2016-09-09 09:45:20.000,2016-09-09 09:40:00.000,09:40:00,2016-09-09
1.6,2016-09-09 09:45:22.600,44742,40,108,2016-09-09 09:45:21.000,2016-09-09 09:40:00.000,09:40:00,2016-09-09
0.24,2016-09-09 09:45:23.240,44742,6,120,2016-09-09 09:45:23.000,2016-09-09 09:40:00.000,09:40:00,2016-09-09
1.18,2016-09-09 10:00:15.180,44757,15,106,2016-09-09 10:00:14.000,2016-09-09 10:00:00.000,10:00:00,2016-09-09
3.14,2016-09-09 10:04:37.140,44770,78,105,2016-09-09 10:04:34.000,2016-09-09 10:00:00.000,10:00:00,2016-09-09
16.26,2016-09-09 10:12:27.260,44782,198,114,2016-09-09 10:12:11.000,2016-09-09 10:00:00.000,10:00:00,2016-09-09
7.31,2016-09-09 10:55:08.310,44842,78,105,2016-09-09 10:55:01.000,2016-09-09 10:40:00.000,10:40:00,2016-09-09
2.08,2016-09-09 11:04:42.080,44856,59,123,2016-09-09 11:04:40.000,2016-09-09 11:00:00.000,11:00:00,2016-09-09
4.61,2016-09-09 11:13:18.610,44863,78,105,2016-09-09 11:13:14.000,2016-09-09 11:00:00.000,11:00:00,2016-09-09
0.52,2016-09-09 11:44:13.520,44897,15,106,2016-09-09 11:44:13.000,2016-09-09 11:40:00.000,11:40:00,2016-09-09
2.12,2016-09-09 12:19:30.120,44951,58,100,2016-09-09 12:19:28.000,2016-09-09 12:00:00.000,12:00:00,2016-09-09
2.58,2016-09-09 12:55:18.580,45004,59,123,2016-09-09 12:55:16.000,2016-09-09 12:40:00.000,12:40:00,2016-09-09
6.15,2016-09-09 12:56:23.150,45005,109,110,2016-09-09 12:56:17.000,2016-09-09 12:40:00.000,12:40:00,2016-09-09
